Airline,Departure,Arrival,price,Duration,Stops,Departure Time,Arrival Time,Day of the Week,Day of the Month
Lufthansa,Berlin (BER),Cairo (CAI),781,340,1,13:50,19:30,Tuesday,22/08/2023
Lufthansa,Berlin (BER),Cairo (CAI),781,380,1,18:50,01:10,Tuesday,22/08/2023
Lufthansa,Berlin (BER),Cairo (CAI),781,400,1,12:50,19:30,Tuesday,22/08/2023
Aegean,Berlin (BER),Cairo (CAI),218,415,1,11:15,18:10,Wednesday,23/08/2023
Aegean,Berlin (BER),Cairo (CAI),218,815,1,11:15,00:50,Wednesday,23/08/2023
LOT-Polish Airlines,Berlin (BER),Cairo (CAI),239,470,1,19:10,03:00,Wednesday,23/08/2023
Aegean,Berlin (BER),Cairo (CAI),286,555,1,11:15,20:30,Wednesday,23/08/2023
Egyptair,Berlin (BER),Cairo (CAI),336,245,0,15:45,19:50,Wednesday,23/08/2023
Air France,Berlin (BER),Cairo (CAI),363,715,1,12:10,00:05,Wednesday,23/08/2023
Air France,Berlin (BER),Cairo (CAI),363,1070,1,06:15,00:05,Wednesday,23/08/2023
KLM,Berlin (BER),Cairo (CAI),393,710,2,12:15,00:05,Wednesday,23/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Wednesday,23/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Wednesday,23/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),478,765,1,10:05,22:50,Wednesday,23/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),478,1085,1,16:40,10:45,Wednesday,23/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,375,1,19:35,01:50,Wednesday,23/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,415,1,13:00,19:55,Wednesday,23/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,555,1,10:40,19:55,Wednesday,23/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,655,1,14:55,01:50,Wednesday,23/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,750,1,19:35,08:05,Wednesday,23/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,770,1,13:00,01:50,Wednesday,23/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,775,1,07:00,19:55,Wednesday,23/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,910,1,10:40,01:50,Wednesday,23/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1030,1,14:55,08:05,Wednesday,23/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1130,1,07:00,01:50,Wednesday,23/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1145,1,13:00,08:05,Wednesday,23/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1285,1,10:40,08:05,Wednesday,23/08/2023
Swiss International Air Lines,Berlin (BER),Cairo (CAI),779,900,1,20:30,11:30,Wednesday,23/08/2023
Aegean,Berlin (BER),Cairo (CAI),202,415,1,11:15,18:10,Thursday,24/08/2023
Aegean,Berlin (BER),Cairo (CAI),236,455,1,17:15,00:50,Thursday,24/08/2023
Aegean,Berlin (BER),Cairo (CAI),236,815,1,11:15,00:50,Thursday,24/08/2023
LOT-Polish Airlines,Berlin (BER),Cairo (CAI),267,470,1,11:20,19:10,Thursday,24/08/2023
Aegean,Berlin (BER),Cairo (CAI),308,555,1,11:15,20:30,Thursday,24/08/2023
Egyptair,Berlin (BER),Cairo (CAI),336,245,0,15:45,19:50,Thursday,24/08/2023
Air France,Berlin (BER),Cairo (CAI),363,715,1,12:10,00:05,Thursday,24/08/2023
Air France,Berlin (BER),Cairo (CAI),363,1070,1,06:15,00:05,Thursday,24/08/2023
KLM,Berlin (BER),Cairo (CAI),393,710,2,12:15,00:05,Thursday,24/08/2023
KLM,Berlin (BER),Cairo (CAI),393,900,2,09:05,00:05,Thursday,24/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Thursday,24/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),478,1085,1,16:40,10:45,Thursday,24/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),481,1465,1,16:40,17:05,Thursday,24/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,375,1,19:35,01:50,Thursday,24/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,555,1,10:40,19:55,Thursday,24/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,655,1,14:55,01:50,Thursday,24/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,750,1,19:35,08:05,Thursday,24/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,775,1,07:00,19:55,Thursday,24/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,910,1,10:40,01:50,Thursday,24/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1030,1,14:55,08:05,Thursday,24/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1130,1,07:00,01:50,Thursday,24/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1285,1,10:40,08:05,Thursday,24/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1460,1,19:35,19:55,Thursday,24/08/2023
Lufthansa,Berlin (BER),Cairo (CAI),781,340,1,13:50,19:30,Thursday,24/08/2023
Lufthansa,Berlin (BER),Cairo (CAI),781,380,1,18:50,01:10,Thursday,24/08/2023
Aegean,Berlin (BER),Cairo (CAI),236,415,1,11:15,18:10,Friday,25/08/2023
Aegean,Berlin (BER),Cairo (CAI),236,815,1,11:15,00:50,Friday,25/08/2023
Aegean,Berlin (BER),Cairo (CAI),306,535,2,15:55,00:50,Friday,25/08/2023
Aegean,Berlin (BER),Cairo (CAI),308,555,1,11:15,20:30,Friday,25/08/2023
Egyptair,Berlin (BER),Cairo (CAI),336,245,0,15:45,19:50,Friday,25/08/2023
Air France,Berlin (BER),Cairo (CAI),363,715,1,12:10,00:05,Friday,25/08/2023
Air France,Berlin (BER),Cairo (CAI),363,1070,1,06:15,00:05,Friday,25/08/2023
KLM,Berlin (BER),Cairo (CAI),393,710,2,12:15,00:05,Friday,25/08/2023
KLM,Berlin (BER),Cairo (CAI),393,710,2,12:15,00:05,Friday,25/08/2023
KLM,Berlin (BER),Cairo (CAI),393,900,2,09:05,00:05,Friday,25/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Friday,25/08/2023
KLM,Berlin (BER),Cairo (CAI),442,900,2,09:05,00:05,Friday,25/08/2023
KLM,Berlin (BER),Cairo (CAI),442,900,2,09:05,00:05,Friday,25/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,375,1,19:35,01:50,Friday,25/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,415,1,13:00,19:55,Friday,25/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,555,1,10:40,19:55,Friday,25/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,750,1,19:35,08:05,Friday,25/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,770,1,13:00,01:50,Friday,25/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,775,1,07:00,19:55,Friday,25/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,910,1,10:40,01:50,Friday,25/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1130,1,07:00,01:50,Friday,25/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1145,1,13:00,08:05,Friday,25/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,655,1,14:55,01:50,Friday,25/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,1030,1,14:55,08:05,Friday,25/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),504,765,1,10:05,22:50,Friday,25/08/2023
Aegean,Berlin (BER),Cairo (CAI),218,415,1,11:15,18:10,Saturday,26/08/2023
Aegean,Berlin (BER),Cairo (CAI),218,455,1,17:15,00:50,Saturday,26/08/2023
Aegean,Berlin (BER),Cairo (CAI),218,815,1,11:15,00:50,Saturday,26/08/2023
Aegean,Berlin (BER),Cairo (CAI),218,885,1,17:15,08:00,Saturday,26/08/2023
Egyptair,Berlin (BER),Cairo (CAI),336,245,0,15:45,19:50,Saturday,26/08/2023
Air France,Berlin (BER),Cairo (CAI),363,715,1,12:10,00:05,Saturday,26/08/2023
Air France,Berlin (BER),Cairo (CAI),363,1070,1,06:15,00:05,Saturday,26/08/2023
Aegean,Berlin (BER),Cairo (CAI),366,555,1,11:15,20:30,Saturday,26/08/2023
Air France,Berlin (BER),Cairo (CAI),373,1655,1,20:30,00:05,Saturday,26/08/2023
KLM,Berlin (BER),Cairo (CAI),393,710,2,12:15,00:05,Saturday,26/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Saturday,26/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,375,1,19:35,01:50,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,415,1,13:00,19:55,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,555,1,10:40,19:55,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,655,1,14:55,01:50,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,750,1,19:35,08:05,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,770,1,13:00,01:50,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,775,1,07:00,19:55,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,910,1,10:40,01:50,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,1030,1,14:55,08:05,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,1130,1,07:00,01:50,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,1145,1,13:00,08:05,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,1285,1,10:40,08:05,Saturday,26/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,1460,1,19:35,19:55,Saturday,26/08/2023
Aegean,Berlin (BER),Cairo (CAI),189,455,1,17:15,00:50,Sunday,27/08/2023
Aegean,Berlin (BER),Cairo (CAI),236,815,1,11:15,00:50,Sunday,27/08/2023
Aegean,Berlin (BER),Cairo (CAI),279,480,2,16:50,00:50,Sunday,27/08/2023
Aegean,Berlin (BER),Cairo (CAI),308,555,1,11:15,20:30,Sunday,27/08/2023
Egyptair,Berlin (BER),Cairo (CAI),336,245,0,15:45,19:50,Sunday,27/08/2023
Air France,Berlin (BER),Cairo (CAI),363,715,1,12:10,00:05,Sunday,27/08/2023
Air France,Berlin (BER),Cairo (CAI),363,1070,1,06:15,00:05,Sunday,27/08/2023
KLM,Berlin (BER),Cairo (CAI),393,710,2,12:15,00:05,Sunday,27/08/2023
KLM,Berlin (BER),Cairo (CAI),393,710,2,12:15,00:05,Sunday,27/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Sunday,27/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Sunday,27/08/2023
KLM,Berlin (BER),Cairo (CAI),442,900,2,09:05,00:05,Sunday,27/08/2023
KLM,Berlin (BER),Cairo (CAI),442,900,2,09:05,00:05,Sunday,27/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),478,765,1,10:05,22:50,Sunday,27/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),478,1085,1,16:40,10:45,Sunday,27/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),481,1465,1,16:40,17:05,Sunday,27/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,375,1,19:35,01:50,Sunday,27/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,555,1,10:40,19:55,Sunday,27/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,655,1,14:55,01:50,Sunday,27/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,750,1,19:35,08:05,Sunday,27/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,775,1,07:00,19:55,Sunday,27/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,910,1,10:40,01:50,Sunday,27/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,1030,1,14:55,08:05,Sunday,27/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,1130,1,07:00,01:50,Sunday,27/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),496,1285,1,10:40,08:05,Sunday,27/08/2023
Aegean,Berlin (BER),Cairo (CAI),218,455,1,17:15,00:50,Monday,28/08/2023
Aegean,Berlin (BER),Cairo (CAI),236,885,1,17:15,08:00,Monday,28/08/2023
LOT-Polish Airlines,Berlin (BER),Cairo (CAI),239,470,1,19:10,03:00,Monday,28/08/2023
LOT-Polish Airlines,Berlin (BER),Cairo (CAI),239,1440,1,19:10,19:10,Monday,28/08/2023
Egyptair,Berlin (BER),Cairo (CAI),336,245,0,15:45,19:50,Monday,28/08/2023
Air France,Berlin (BER),Cairo (CAI),363,525,1,15:20,00:05,Monday,28/08/2023
Air France,Berlin (BER),Cairo (CAI),363,715,1,12:10,00:05,Monday,28/08/2023
Air France,Berlin (BER),Cairo (CAI),363,850,1,09:55,00:05,Monday,28/08/2023
Air France,Berlin (BER),Cairo (CAI),363,1070,1,06:15,00:05,Monday,28/08/2023
KLM,Berlin (BER),Cairo (CAI),393,575,2,14:30,00:05,Monday,28/08/2023
KLM,Berlin (BER),Cairo (CAI),393,710,2,12:15,00:05,Monday,28/08/2023
KLM,Berlin (BER),Cairo (CAI),393,710,2,12:15,00:05,Monday,28/08/2023
KLM,Berlin (BER),Cairo (CAI),393,800,2,10:45,00:05,Monday,28/08/2023
KLM,Berlin (BER),Cairo (CAI),393,800,2,10:45,00:05,Monday,28/08/2023
KLM,Berlin (BER),Cairo (CAI),393,800,2,10:45,00:05,Monday,28/08/2023
KLM,Berlin (BER),Cairo (CAI),393,900,2,09:05,00:05,Monday,28/08/2023
KLM,Berlin (BER),Cairo (CAI),393,900,2,09:05,00:05,Monday,28/08/2023
KLM,Berlin (BER),Cairo (CAI),393,900,2,09:05,00:05,Monday,28/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Monday,28/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),478,1085,1,16:40,10:45,Monday,28/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,375,1,19:35,01:50,Monday,28/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,415,1,13:00,19:55,Monday,28/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,555,1,10:40,19:55,Monday,28/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,655,1,14:55,01:50,Monday,28/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,750,1,19:35,08:05,Monday,28/08/2023
Aegean,Berlin (BER),Cairo (CAI),218,455,1,17:15,00:50,Tuesday,29/08/2023
Aegean,Berlin (BER),Cairo (CAI),257,590,2,15:00,00:50,Tuesday,29/08/2023
LOT-Polish Airlines,Berlin (BER),Cairo (CAI),267,470,1,11:20,19:10,Tuesday,29/08/2023
Egyptair,Berlin (BER),Cairo (CAI),336,245,0,15:45,19:50,Tuesday,29/08/2023
Air France,Berlin (BER),Cairo (CAI),373,1655,1,20:30,00:05,Tuesday,29/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),478,765,1,10:05,22:50,Tuesday,29/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),478,1085,1,16:40,10:45,Tuesday,29/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),481,1465,1,16:40,17:05,Tuesday,29/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,375,1,19:35,01:50,Tuesday,29/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,555,1,10:40,19:55,Tuesday,29/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,655,1,14:55,01:50,Tuesday,29/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,750,1,19:35,08:05,Tuesday,29/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,775,1,07:00,19:55,Tuesday,29/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,910,1,10:40,01:50,Tuesday,29/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1030,1,14:55,08:05,Tuesday,29/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1130,1,07:00,01:50,Tuesday,29/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1285,1,10:40,08:05,Tuesday,29/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,1460,1,19:35,19:55,Tuesday,29/08/2023
Swiss International Air Lines,Berlin (BER),Cairo (CAI),779,900,1,20:30,11:30,Tuesday,29/08/2023
Swiss International Air Lines,Berlin (BER),Cairo (CAI),779,945,1,19:45,11:30,Tuesday,29/08/2023
Swiss International Air Lines,Berlin (BER),Cairo (CAI),779,1005,1,18:45,11:30,Tuesday,29/08/2023
Swiss International Air Lines,Berlin (BER),Cairo (CAI),779,1235,1,14:55,11:30,Tuesday,29/08/2023
Lufthansa,Berlin (BER),Cairo (CAI),781,340,1,13:50,19:30,Tuesday,29/08/2023
Lufthansa,Berlin (BER),Cairo (CAI),781,380,1,18:50,01:10,Tuesday,29/08/2023
Lufthansa,Berlin (BER),Cairo (CAI),781,400,1,12:50,19:30,Tuesday,29/08/2023
Aegean,Berlin (BER),Cairo (CAI),236,415,1,11:15,18:10,Wednesday,30/08/2023
Aegean,Berlin (BER),Cairo (CAI),236,815,1,11:15,00:50,Wednesday,30/08/2023
LOT-Polish Airlines,Berlin (BER),Cairo (CAI),239,470,1,19:10,03:00,Wednesday,30/08/2023
Aegean,Berlin (BER),Cairo (CAI),308,555,1,11:15,20:30,Wednesday,30/08/2023
Egyptair,Berlin (BER),Cairo (CAI),336,245,0,15:45,19:50,Wednesday,30/08/2023
Air France,Berlin (BER),Cairo (CAI),363,525,1,15:20,00:05,Wednesday,30/08/2023
Air France,Berlin (BER),Cairo (CAI),363,715,1,12:10,00:05,Wednesday,30/08/2023
Air France,Berlin (BER),Cairo (CAI),363,850,1,09:55,00:05,Wednesday,30/08/2023
Air France,Berlin (BER),Cairo (CAI),363,1070,1,06:15,00:05,Wednesday,30/08/2023
KLM,Berlin (BER),Cairo (CAI),393,710,2,12:15,00:05,Wednesday,30/08/2023
KLM,Berlin (BER),Cairo (CAI),393,710,2,12:15,00:05,Wednesday,30/08/2023
KLM,Berlin (BER),Cairo (CAI),393,800,2,10:45,00:05,Wednesday,30/08/2023
KLM,Berlin (BER),Cairo (CAI),393,800,2,10:45,00:05,Wednesday,30/08/2023
KLM,Berlin (BER),Cairo (CAI),393,800,2,10:45,00:05,Wednesday,30/08/2023
KLM,Berlin (BER),Cairo (CAI),393,900,2,09:05,00:05,Wednesday,30/08/2023
KLM,Berlin (BER),Cairo (CAI),393,900,2,09:05,00:05,Wednesday,30/08/2023
KLM,Berlin (BER),Cairo (CAI),393,900,2,09:05,00:05,Wednesday,30/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),478,765,1,10:05,22:50,Wednesday,30/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),478,1085,1,16:40,10:45,Wednesday,30/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,375,1,19:35,01:50,Wednesday,30/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,415,1,13:00,19:55,Wednesday,30/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,555,1,10:40,19:55,Wednesday,30/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,655,1,14:55,01:50,Wednesday,30/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,750,1,19:35,08:05,Wednesday,30/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,770,1,13:00,01:50,Wednesday,30/08/2023
Aegean,Berlin (BER),Cairo (CAI),236,415,1,11:15,18:10,Thursday,31/08/2023
Aegean,Berlin (BER),Cairo (CAI),236,455,1,17:15,00:50,Thursday,31/08/2023
Aegean,Berlin (BER),Cairo (CAI),236,815,1,11:15,00:50,Thursday,31/08/2023
LOT-Polish Airlines,Berlin (BER),Cairo (CAI),295,470,1,11:20,19:10,Thursday,31/08/2023
Aegean,Berlin (BER),Cairo (CAI),308,555,1,11:15,20:30,Thursday,31/08/2023
Egyptair,Berlin (BER),Cairo (CAI),336,245,0,15:45,19:50,Thursday,31/08/2023
Air France,Berlin (BER),Cairo (CAI),363,525,1,15:20,00:05,Thursday,31/08/2023
Air France,Berlin (BER),Cairo (CAI),363,715,1,12:10,00:05,Thursday,31/08/2023
Air France,Berlin (BER),Cairo (CAI),363,850,1,09:55,00:05,Thursday,31/08/2023
Air France,Berlin (BER),Cairo (CAI),363,1070,1,06:15,00:05,Thursday,31/08/2023
KLM,Berlin (BER),Cairo (CAI),393,710,2,12:15,00:05,Thursday,31/08/2023
KLM,Berlin (BER),Cairo (CAI),393,800,2,10:45,00:05,Thursday,31/08/2023
KLM,Berlin (BER),Cairo (CAI),393,800,2,10:45,00:05,Thursday,31/08/2023
KLM,Berlin (BER),Cairo (CAI),393,900,2,09:05,00:05,Thursday,31/08/2023
KLM,Berlin (BER),Cairo (CAI),393,900,2,09:05,00:05,Thursday,31/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Thursday,31/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Thursday,31/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Thursday,31/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Thursday,31/08/2023
KLM,Berlin (BER),Cairo (CAI),393,1085,2,06:00,00:05,Thursday,31/08/2023
Qatar Airways,Berlin (BER),Cairo (CAI),478,1085,1,16:40,10:45,Thursday,31/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,375,1,19:35,01:50,Thursday,31/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,555,1,10:40,19:55,Thursday,31/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,655,1,14:55,01:50,Thursday,31/08/2023
Turkish Airlines,Berlin (BER),Cairo (CAI),491,750,1,19:35,08:05,Thursday,31/08/2023
